"","企業名","ティッカー","stock_diff","年度","株価の変化率","負債","end_date+60日の株価","企業価値","end_dateの日の株価","有利子負債/総資産比率","有形固定資産","キャッシュ時価総額比率","純資産","クラスタリング"
381,"株式会社ラクス",3923.0,17.45,2020.0,7,7,6,9,8,0,7.0,0,8,7
382,"株式会社ラクス",3923.0,72.02,2020.0,9,8,7,9,7,0,7.0,0,9,7
383,"株式会社ディジタルメディアプロフェッショナル",3652.0,3.69,2018.0,6,0,9,6,9,0,2.0,2,5,9
384,"株式会社ディジタルメディアプロフェッショナル",3652.0,-8.33,2018.0,3,0,9,6,9,0,2.0,2,5,9
385,"株式会社ディジタルメディアプロフェッショナル",3652.0,-25.58,2018.0,1,1,9,6,9,0,2.0,2,5,9
386,"株式会社ディジタルメディアプロフェッショナル",3652.0,9.93,2019.0,7,0,9,5,9,0,3.0,4,7,9
387,"株式会社ディジタルメディアプロフェッショナル",3652.0,-9.83,2019.0,3,0,9,6,9,0,3.0,4,7,9
388,"株式会社ディジタルメディアプロフェッショナル",3652.0,-1.77,2019.0,5,0,9,5,9,0,3.0,4,7,9
389,"株式会社ディジタルメディアプロフェッショナル",3652.0,-20.76,2019.0,1,1,9,6,7,0,2.0,4,7,9
390,"株式会社ディジタルメディアプロフェッショナル",3652.0,-19.34,2020.0,1,0,8,5,8,0,3.0,5,7,9
391,"株式会社ディジタルメディアプロフェッショナル",3652.0,-7.43,2020.0,4,1,8,4,8,0,3.0,6,7,9
392,"株式会社ディジタルメディアプロフェッショナル",3652.0,-11.26,2020.0,3,1,8,3,8,0,3.0,7,7,9
393,"株式会社ディジタルメディアプロフェッショナル",3652.0,-18.54,2020.0,2,0,7,2,8,0,3.0,7,7,6
394,"株式会社中村超硬",6166.0,-24.6,2018.0,1,9,4,5,7,9,9.0,9,0,8
395,"株式会社中村超硬",6166.0,-22.04,2018.0,1,9,3,5,3,9,9.0,9,0,8
396,"株式会社中村超硬",6166.0,-15.82,2018.0,2,9,2,5,3,9,9.0,9,0,8
397,"株式会社中村超硬",6166.0,92.44,2019.0,9,9,1,4,2,9,9.0,9,0,8
398,"株式会社中村超硬",6166.0,-18.77,2019.0,1,8,4,6,1,9,9.0,7,0,8
399,"株式会社中村超硬",6166.0,9.12,2019.0,7,9,3,5,5,9,9.0,9,0,8
400,"株式会社中村超硬",6166.0,-8.21,2019.0,3,8,4,5,2,9,8.0,8,0,8
401,"株式会社中村超硬",6166.0,-12.74,2020.0,3,8,4,5,4,9,8.0,8,0,8
402,"株式会社中村超硬",6166.0,-3.98,2020.0,4,8,3,5,4,9,8.0,8,0,8
403,"株式会社中村超硬",6166.0,-3.08,2020.0,4,8,3,5,3,9,8.0,8,0,8
404,"株式会社中村超硬",6166.0,-20.95,2020.0,1,8,3,5,4,8,8.0,8,0,8
405,"株式会社ミンカブ・ジ・インフォノイド（旧社名　株式会社みんかぶ）",4436.0,11.34,2018.0,7,4,4,6,5,6,5.0,4,6,7
406,"株式会社ミンカブ・ジ・インフォノイド",4436.0,-6.64,2019.0,4,3,5,6,4,5,5.0,3,6,7
407,"株式会社ミンカブ・ジ・インフォノイド",4436.0,20.19,2019.0,8,3,5,6,5,5,5.0,2,6,7
408,"株式会社ミンカブ・ジ・インフォノイド",4436.0,6.42,2019.0,6,6,5,7,5,7,5.0,2,7,1
409,"株式会社ミンカブ・ジ・インフォノイド",4436.0,14.71,2019.0,7,6,6,7,3,7,5.0,2,7,7
410,"株式会社ミンカブ・ジ・インフォノイド",4436.0,54.17,2020.0,9,7,7,8,7,7,5.0,2,7,1
411,"株式会社ミンカブ・ジ・インフォノイド",4436.0,60.63,2020.0,9,7,8,8,7,7,5.0,1,7,1
412,"株式会社ミンカブ・ジ・インフォノイド",4436.0,-8.62,2020.0,3,7,9,9,9,7,5.0,0,7,1
413,"株式会社ミンカブ・ジ・インフォノイド",4436.0,-8.22,2020.0,3,7,9,9,9,7,4.0,0,7,1
414,"株式会社モダリス",4883.0,-33.75,2019.0,0,0,8,9,7,0,3.0,0,7,9
415,"株式会社モダリス",4883.0,-33.75,2019.0,0,0,8,9,7,0,3.0,0,7,9
416,"株式会社モダリス",4883.0,-33.75,2020.0,0,0,8,9,7,0,3.0,1,7,9
417,"株式会社モダリス",4883.0,-33.75,2020.0,0,0,8,9,7,0,3.0,1,7,9
418,"株式会社モダリス",4883.0,0.66,2020.0,5,0,8,9,8,0,3.0,2,8,9
419,"株式会社モダリス",4883.0,-34.28,2020.0,0,0,7,9,8,0,3.0,2,8,9
420,"AI CROSS株式会社",4476.0,-23.13,2018.0,1,0,7,4,7,5,0.0,1,0,2
421,"AI CROSS株式会社",4476.0,-23.13,2018.0,1,0,7,4,7,5,0.0,1,0,2
422,"AI CROSS株式会社",4476.0,-23.13,2019.0,1,1,7,4,7,4,0.0,1,0,2
423,"AI CROSS株式会社",4476.0,-23.13,2019.0,1,1,7,4,7,4,0.0,1,0,2
424,"AI CROSS株式会社",4476.0,-6.75,2019.0,4,1,6,3,7,0,0.0,3,2,6
425,"AI CROSS株式会社",4476.0,25.6,2020.0,8,0,6,3,5,0,0.0,3,2,6
426,"AI CROSS株式会社",4476.0,-10.03,2020.0,3,1,7,4,7,4,2.0,3,2,2
427,"AI CROSS株式会社",4476.0,-5.05,2020.0,4,1,7,4,7,4,2.0,3,2,2
428,"AI CROSS株式会社",4476.0,-1.11,2020.0,5,1,7,4,6,3,2.0,4,2,6
429,"株式会社スペースマーケット",4487.0,-7.95,2018.0,4,2,4,6,6,6,0.0,2,0,2
430,"株式会社スペースマーケット",4487.0,8.74,2019.0,7,2,4,5,6,3,0.0,2,1,2
431,"株式会社スペースマーケット",4487.0,-1.99,2020.0,5,1,3,5,2,4,0.0,2,1,6
432,"株式会社スペースマーケット",4487.0,5.84,2020.0,6,1,3,5,4,4,0.0,2,1,2
433,"株式会社スペースマーケット",4487.0,0.68,2020.0,5,1,4,5,4,4,0.0,2,1,2
434,"株式会社スペースマーケット",4487.0,-13.95,2020.0,2,3,4,5,3,4,0.0,2,1,2
435,"Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ　株式会社",4598.0,-15.57,2018.0,2,0,8,6,9,3,2.0,1,0,2
436,"Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ　株式会社",4598.0,-25.27,2018.0,1,0,8,5,8,2,2.0,7,7,9
437,"Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ　株式会社",4598.0,-32.37,2018.0,0,0,8,4,7,2,2.0,7,7,9
438,"Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ　株式会社",4598.0,-1.21,2019.0,5,0,6,2,7,2,3.0,8,7,6
439,"Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ　株式会社",4598.0,-23.05,2019.0,1,0,6,2,7,2,3.0,8,6,6
440,"Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ　株式会社",4598.0,40.25,2019.0,8,0,5,1,6,2,3.0,8,6,6
441,"Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ　株式会社",4598.0,24.21,2019.0,8,0,6,3,3,2,3.0,7,5,6
442,"Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ　株式会社",4598.0,-10.94,2020.0,3,0,7,4,7,2,3.0,5,4,6
443,"Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ　株式会社",4598.0,-34.46,2020.0,0,0,6,4,7,2,3.0,5,4,6
444,"Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ　株式会社",4598.0,24.62,2020.0,8,0,5,2,5,2,3.0,6,3,6
445,"Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ　株式会社",4598.0,3.62,2020.0,6,0,6,3,6,0,3.0,7,5,6
446,"アライドアーキテクツ株式会社",6081.0,7.07,2018.0,7,4,1,4,2,6,3.0,3,4,5
447,"アライドアーキテクツ株式会社",6081.0,-9.22,2018.0,3,4,1,4,2,6,3.0,3,3,5
448,"アライドアーキテクツ株式会社",6081.0,18.44,2018.0,8,6,1,4,1,8,3.0,5,3,5
449,"アライドアーキテクツ株式会社",6081.0,-23.6,2019.0,1,6,1,4,2,8,3.0,5,3,5
450,"アライドアーキテクツ株式会社",6081.0,1.57,2019.0,6,5,1,3,1,7,3.0,5,3,5
451,"アライドアーキテクツ株式会社",6081.0,-25.52,2019.0,1,5,1,3,1,7,3.0,3,3,5
452,"アライドアーキテクツ株式会社",6081.0,7.78,2019.0,7,5,0,2,1,7,5.0,5,2,8
453,"アライドアーキテクツ株式会社",6081.0,17.69,2020.0,8,5,0,1,0,7,5.0,7,4,3
454,"アライドアーキテクツ株式会社",6081.0,53.27,2020.0,9,5,0,2,0,7,4.0,7,4,3
455,"アライドアーキテクツ株式会社",6081.0,36.89,2020.0,8,5,1,4,1,7,4.0,5,4,5
456,"アライドアーキテクツ株式会社",6081.0,47.58,2020.0,9,5,2,5,2,6,4.0,4,4,5
457,"ソレイジア・ファーマ株式会社",4597.0,-24.22,2018.0,1,1,0,7,1,0,"null",2,8,0
458,"ソレイジア・ファーマ株式会社",4597.0,-19.19,2018.0,1,1,0,7,0,0,"null",6,9,0
459,"ソレイジア・ファーマ株式会社",4597.0,-33.48,2018.0,0,3,0,7,0,0,4.0,4,8,0
460,"ソレイジア・ファーマ株式会社",4597.0,11.18,2019.0,7,2,0,6,0,3,4.0,5,8,0
461,"ソレイジア・ファーマ株式会社",4597.0,-11.24,2019.0,3,3,0,6,0,3,4.0,4,8,0
462,"ソレイジア・ファーマ株式会社",4597.0,0.66,2019.0,5,3,0,6,0,3,3.0,3,8,0
463,"ソレイジア・ファーマ株式会社",4597.0,11.33,2019.0,7,4,0,6,0,2,3.0,6,8,0
464,"ソレイジア・ファーマ株式会社",4597.0,18.99,2020.0,8,3,0,6,0,0,3.0,5,8,0
465,"ソレイジア・ファーマ株式会社",4597.0,-25.53,2020.0,1,2,0,7,0,2,3.0,3,8,0
466,"ソレイジア・ファーマ株式会社",4597.0,12.86,2020.0,7,7,0,6,0,3,3.0,6,8,0
467,"ソレイジア・ファーマ株式会社",4597.0,-18.45,2020.0,2,6,0,7,0,3,3.0,4,7,0
468,"株式会社アスカネット",2438.0,-0.94,2018.0,5,3,5,7,5,0,8.0,2,8,7
469,"株式会社アスカネット",2438.0,10.41,2018.0,7,2,5,7,5,0,8.0,2,8,7
470,"株式会社アスカネット",2438.0,1.36,2018.0,5,3,5,7,6,0,8.0,2,8,7
471,"株式会社アスカネット",2438.0,0.28,2019.0,5,3,6,7,6,0,9.0,2,8,7
472,"株式会社アスカネット",2438.0,-37.18,2019.0,0,3,6,7,6,1,9.0,2,8,7
473,"株式会社アスカネット",2438.0,94.94,2019.0,9,2,4,6,6,1,9.0,3,8,7
474,"株式会社アスカネット",2438.0,-24.83,2019.0,1,3,7,8,4,1,9.0,1,8,7
475,"株式会社アスカネット",2438.0,-22.22,2020.0,1,3,5,7,6,1,9.0,2,8,7
476,"株式会社アスカネット",2438.0,4.59,2020.0,6,3,4,6,5,1,9.0,2,8,7
477,"株式会社アスカネット",2438.0,-18.35,2020.0,2,2,5,7,4,1,9.0,2,8,7
478,"株式会社アスカネット",2438.0,-5.45,2020.0,4,3,4,6,4,1,9.0,3,8,7
479,"株式会社ミクリード",7687.0,-17.31,2018.0,2,2,4,0,2,2,3.0,7,1,6
480,"株式会社ミクリード",7687.0,-39.44,2019.0,0,1,5,0,1,2,2.0,6,2,6
481,"株式会社ミクリード",7687.0,14.89,2020.0,7,1,3,0,4,2,2.0,7,1,6
482,"株式会社ミクリード",7687.0,9.18,2020.0,7,1,4,0,5,2,2.0,6,1,6
483,"株式会社ミクリード",7687.0,-9.08,2020.0,3,2,5,0,4,2,2.0,5,1,6
484,"株式会社ミクリード",7687.0,-7.14,2020.0,4,1,4,0,4,1,1.0,6,1,6
485,"株式会社ランディックス",2981.0,-6.36,2018.0,4,8,8,3,9,8,8.0,9,7,1
486,"株式会社ランディックス",2981.0,8.12,2019.0,7,8,8,3,8,7,7.0,9,7,1
487,"株式会社ランディックス",2981.0,-32.62,2019.0,0,8,8,3,5,8,8.0,9,8,1
488,"株式会社ランディックス",2981.0,1.65,2020.0,6,8,6,2,7,8,8.0,9,8,3
489,"株式会社ランディックス",2981.0,5.51,2020.0,6,7,6,2,6,7,8.0,9,8,3
490,"株式会社ランディックス",2981.0,6.0,2020.0,6,8,6,3,6,8,8.0,9,8,3
491,"株式会社ランディックス",2981.0,20.67,2020.0,8,8,7,3,6,8,8.0,9,8,3
492,"ログリー株式会社",6579.0,37.36,2018.0,8,2,6,2,7,3,0.0,6,2,6
493,"ログリー株式会社",6579.0,-54.17,2018.0,0,2,8,4,8,3,3.0,4,2,2
494,"ログリー株式会社",6579.0,-10.82,2018.0,3,2,5,1,7,3,3.0,7,2,6
495,"ログリー株式会社",6579.0,-10.73,2019.0,3,2,4,1,5,3,3.0,7,2,6
496,"ログリー株式会社",6579.0,2.91,2019.0,6,4,4,1,4,7,3.0,9,2,3
497,"ログリー株式会社",6579.0,-14.85,2019.0,2,4,4,1,4,6,3.0,8,3,3
498,"ログリー株式会社",6579.0,86.14,2019.0,9,4,3,0,2,6,3.0,9,2,3
499,"ログリー株式会社",6579.0,100.97,2020.0,9,5,6,2,3,6,2.0,8,3,3
500,"ログリー株式会社",6579.0,-38.26,2020.0,0,5,8,5,9,6,3.0,4,3,1
501,"ログリー株式会社",6579.0,-30.87,2020.0,0,4,7,3,8,5,2.0,6,3,6
502,"ログリー株式会社",6579.0,-26.35,2020.0,1,4,5,2,7,5,2.0,8,2,6
503,"株式会社Ｍａｃｂｅｅ　Ｐｌａｎｅｔ",7095.0,111.12,2018.0,9,4,7,3,7,6,1.0,5,0,6
504,"株式会社Ｍａｃｂｅｅ　Ｐｌａｎｅｔ",7095.0,-4.18,2019.0,4,4,9,6,7,4,1.0,3,3,2
505,"株式会社Ｍａｃｂｅｅ　Ｐｌａｎｅｔ",7095.0,0.24,2020.0,5,3,9,6,8,4,1.0,2,3,2
506,"株式会社Ｍａｃｂｅｅ　Ｐｌａｎｅｔ",7095.0,28.81,2020.0,8,4,9,6,8,4,1.0,3,4,9
507,"株式会社Ｍａｃｂｅｅ　Ｐｌａｎｅｔ",7095.0,50.72,2020.0,9,5,9,7,9,3,1.0,2,4,9
508,"株式会社Ｍａｃｂｅｅ　Ｐｌａｎｅｔ",7095.0,15.1,2020.0,7,5,9,8,9,3,1.0,2,5,9
509,"株式会社バリューゴルフ",3931.0,-28.3,2018.0,0,4,6,1,6,7,5.0,6,1,6
510,"株式会社バリューゴルフ",3931.0,57.16,2018.0,9,5,5,0,6,7,4.0,8,1,3
511,"株式会社バリューゴルフ",3931.0,-5.42,2018.0,4,5,6,1,4,7,4.0,6,2,3
512,"株式会社バリューゴルフ",3931.0,-11.19,2019.0,3,5,6,1,5,8,4.0,8,2,3
513,"株式会社バリューゴルフ",3931.0,-21.97,2019.0,1,5,5,1,6,8,4.0,8,2,3
514,"株式会社バリューゴルフ",3931.0,-22.92,2019.0,1,5,4,0,5,7,4.0,8,2,3
515,"株式会社バリューゴルフ",3931.0,32.18,2019.0,8,4,3,0,4,7,3.0,9,2,3
516,"株式会社バリューゴルフ",3931.0,27.74,2020.0,8,4,4,0,3,8,3.0,8,2,3
517,"株式会社バリューゴルフ",3931.0,11.03,2020.0,7,4,5,1,4,7,3.0,7,2,3
518,"株式会社バリューゴルフ",3931.0,36.03,2020.0,8,4,6,1,7,7,3.0,7,2,6
519,"株式会社バリューゴルフ",3931.0,-9.11,2020.0,3,4,7,1,6,7,3.0,7,2,6
520,"かっこ株式会社",4166.0,-32.0,2019.0,0,1,9,6,9,7,1.0,2,0,2
521,"かっこ株式会社",4166.0,-20.02,2020.0,1,3,9,5,9,7,1.0,3,2,2
522,"株式会社交換できるくん",7695.0,109.19,2019.0,9,2,8,4,9,5,1.0,3,0,2
523,"株式会社交換できるくん",7695.0,53.03,2020.0,9,3,8,4,8,5,2.0,3,1,2
524,"株式会社交換できるくん",7695.0,-17.15,2020.0,2,3,9,5,9,5,2.0,2,1,2
525,"ＣＹＢＥＲＤＹＮＥ株式会社",7779.0,-9.25,2018.0,3,5,3,9,4,1,9.0,1,9,7
526,"ＣＹＢＥＲＤＹＮＥ株式会社",7779.0,-13.43,2018.0,2,5,3,9,1,1,9.0,4,9,7
527,"ＣＹＢＥＲＤＹＮＥ株式会社",7779.0,6.97,2018.0,6,5,2,9,2,1,9.0,1,9,7
528,"ＣＹＢＥＲＤＹＮＥ株式会社",7779.0,-8.89,2019.0,3,6,2,9,2,2,9.0,2,9,7
529,"ＣＹＢＥＲＤＹＮＥ株式会社",7779.0,-17.67,2019.0,2,7,2,9,2,2,9.0,2,9,7
530,"ＣＹＢＥＲＤＹＮＥ株式会社",7779.0,-0.6,2019.0,5,7,1,9,2,2,9.0,2,9,7
531,"ＣＹＢＥＲＤＹＮＥ株式会社",7779.0,-20.89,2019.0,1,8,1,9,1,3,9.0,2,9,4
532,"ＣＹＢＥＲＤＹＮＥ株式会社",7779.0,125.67,2020.0,9,8,1,9,1,2,9.0,2,9,7
533,"ＣＹＢＥＲＤＹＮＥ株式会社",7779.0,-24.05,2020.0,1,8,4,9,2,2,9.0,1,9,7
534,"ＣＹＢＥＲＤＹＮＥ株式会社",7779.0,-21.23,2020.0,1,8,2,9,3,2,9.0,1,9,7
535,"ＣＹＢＥＲＤＹＮＥ株式会社",7779.0,-23.97,2020.0,1,8,2,9,2,2,9.0,1,9,7
536,"rakumo株式会社",4060.0,-3.11,2019.0,4,2,7,6,8,6,2.0,1,0,2
537,"ｒａｋｕｍｏ株式会社",4060.0,-3.78,2020.0,4,2,7,6,8,4,2.0,1,0,2
538,"ｒａｋｕｍｏ株式会社",4060.0,-14.3,2020.0,2,2,7,5,7,4,2.0,2,1,2
539,"窪田製薬ホールディングス株式会社",4596.0,11.62,2018.0,7,2,0,5,1,3,"null",4,9,0
540,"窪田製薬ホールディングス株式会社",4596.0,2.03,2018.0,6,2,0,5,1,3,"null",5,9,0
541,"窪田製薬ホールディングス株式会社",4596.0,10.37,2018.0,7,3,0,5,0,3,1.0,6,9,0
542,"窪田製薬ホールディングス株式会社",4596.0,-8.92,2019.0,3,3,1,6,3,3,4.0,5,9,0
543,"窪田製薬ホールディングス株式会社",4596.0,-0.34,2019.0,5,3,0,5,1,3,4.0,6,9,0
544,"窪田製薬ホールディングス株式会社",4596.0,-10.34,2019.0,3,3,0,5,0,3,4.0,6,9,0
545,"窪田製薬ホールディングス株式会社",4596.0,16.53,2019.0,7,3,0,4,0,3,4.0,8,9,0
546,"窪田製薬ホールディングス株式会社",4596.0,4.97,2020.0,6,3,0,5,0,1,3.0,8,9,0
547,"窪田製薬ホールディングス株式会社",4596.0,-17.03,2020.0,2,2,1,5,1,1,4.0,7,8,0
548,"窪田製薬ホールディングス株式会社",4596.0,1.14,2020.0,5,3,0,5,1,1,4.0,6,8,0
549,"窪田製薬ホールディングス株式会社",4596.0,-1.92,2020.0,5,3,0,5,0,4,5.0,6,8,0
550,"JIG-SAW株式会社",3914.0,-0.77,2018.0,5,1,8,7,8,4,5.0,1,2,2
551,"JIG-SAW株式会社",3914.0,-5.69,2018.0,4,1,8,7,8,4,5.0,1,2,2
552,"JIG-SAW株式会社",3914.0,3.63,2018.0,6,2,8,7,8,3,5.0,1,4,9
553,"JIG-SAW株式会社",3914.0,61.55,2019.0,9,3,8,7,8,3,5.0,1,5,9
554,"JIG-SAW株式会社",3914.0,-2.45,2019.0,5,2,9,8,9,3,5.0,0,4,9
555,"JIG-SAW株式会社",3914.0,-8.2,2019.0,3,3,9,8,9,5,5.0,1,4,9
556,"JIG-SAW株式会社",3914.0,14.79,2019.0,7,3,9,8,9,5,5.0,0,3,2
557,"JIG-SAW株式会社",3914.0,-17.14,2020.0,2,2,9,8,9,5,5.0,0,3,2
558,"JIG-SAW株式会社",3914.0,90.88,2020.0,9,2,9,8,9,5,5.0,0,3,2
559,"JIG-SAW株式会社",3914.0,100.11,2020.0,9,2,9,9,9,5,5.0,0,3,2
560,"JIG-SAW株式会社",3914.0,-47.36,2020.0,0,2,9,9,9,5,5.0,0,4,2
561,"株式会社メドレー",4480.0,86.92,2018.0,9,4,5,8,5,6,3.0,3,2,2
562,"株式会社メドレー",4480.0,77.37,2019.0,9,6,7,8,5,6,4.0,2,7,7
563,"株式会社メドレー",4480.0,23.93,2020.0,8,6,9,9,7,6,4.0,1,7,1
564,"株式会社メドレー",4480.0,32.54,2020.0,8,7,9,9,9,6,4.0,1,7,1
565,"株式会社メドレー",4480.0,-17.18,2020.0,2,7,9,9,9,5,4.0,1,9,1
566,"株式会社メドレー",4480.0,-3.4,2020.0,4,8,9,9,9,7,4.0,3,9,1
567,"株式会社アイリッジ",3917.0,-12.17,2018.0,3,2,4,3,3,1,4.0,3,6,0
568,"株式会社アイリッジ",3917.0,-9.63,2018.0,3,3,3,3,4,1,3.0,3,6,0
569,"株式会社アイリッジ",3917.0,63.93,2019.0,9,2,3,2,4,1,3.0,4,6,6
570,"株式会社アイリッジ",3917.0,-15.54,2019.0,2,3,5,4,4,1,3.0,1,6,9
571,"株式会社アイリッジ",3917.0,1.97,2019.0,6,4,4,3,5,4,2.0,4,6,6
572,"株式会社アイリッジ",3917.0,-10.0,2019.0,3,4,4,3,2,4,2.0,4,6,5
573,"株式会社アイリッジ",3917.0,45.65,2020.0,9,3,4,3,4,4,2.0,5,6,3
574,"株式会社アイリッジ",3917.0,-17.45,2020.0,2,4,5,5,5,5,2.0,4,6,5
575,"株式会社アイリッジ",3917.0,-30.23,2020.0,0,4,5,4,5,5,1.0,6,6,5
576,"株式会社アイリッジ",3917.0,-11.24,2020.0,3,4,3,2,4,5,4.0,7,7,3
577,"株式会社海帆",3133.0,0.56,2018.0,5,6,3,1,3,9,7.0,9,1,8
578,"株式会社海帆",3133.0,-2.08,2018.0,5,6,3,1,3,9,7.0,8,0,8
579,"株式会社海帆",3133.0,3.65,2018.0,6,6,3,1,3,9,7.0,8,0,8
580,"株式会社海帆",3133.0,0.0,2019.0,5,6,3,1,3,9,7.0,7,0,8
581,"株式会社海帆",3133.0,-1.5,2019.0,5,6,3,1,3,9,7.0,7,0,8
582,"株式会社海帆",3133.0,-19.37,2019.0,1,6,2,1,3,9,7.0,6,0,8
583,"株式会社海帆",3133.0,-22.33,2019.0,1,5,1,1,2,9,6.0,5,0,8
584,"株式会社海帆",3133.0,-3.75,2020.0,4,5,1,1,2,9,6.0,0,0,8
585,"株式会社海帆",3133.0,18.18,2020.0,8,6,1,1,1,9,6.0,0,0,8
586,"株式会社海帆",3133.0,8.53,2020.0,7,6,1,1,1,9,6.0,0,0,8
587,"株式会社海帆",3133.0,23.67,2020.0,8,5,1,4,1,9,5.0,0,0,8
588,"株式会社エクストリーム",6033.0,-42.59,2018.0,0,4,9,7,9,5,4.0,1,4,2
589,"株式会社エクストリーム",6033.0,-15.79,2018.0,2,4,7,5,8,5,3.0,2,5,9
590,"株式会社エクストリーム",6033.0,6.79,2018.0,6,5,7,5,7,4,3.0,3,6,9
591,"株式会社エクストリーム",6033.0,1.06,2019.0,5,4,7,5,7,4,4.0,3,6,9
592,"株式会社エクストリーム",6033.0,19.72,2019.0,8,5,7,5,7,5,4.0,3,6,1
593,"株式会社エクストリーム",6033.0,-33.83,2019.0,0,5,8,6,7,5,5.0,3,6,1
594,"株式会社エクストリーム",6033.0,-16.51,2019.0,2,5,6,4,5,4,4.0,5,7,1
595,"株式会社エクストリーム",6033.0,-18.65,2020.0,1,5,6,4,6,4,4.0,6,7,1
596,"株式会社エクストリーム",6033.0,-0.09,2020.0,5,4,5,2,6,4,4.0,7,7,3
597,"株式会社エクストリーム",6033.0,-10.96,2020.0,3,4,5,2,5,4,4.0,7,7,3
598,"株式会社エクストリーム",6033.0,6.14,2020.0,6,5,4,2,6,4,4.0,7,7,3
599,"夢展望株式会社",3185.0,4.77,2018.0,6,7,1,3,2,8,"null",7,1,5
600,"夢展望株式会社",3185.0,-23.76,2018.0,1,7,2,4,1,8,"null",4,1,5
601,"夢展望株式会社",3185.0,9.76,2018.0,7,8,1,3,1,8,4.0,4,1,8
602,"夢展望株式会社",3185.0,1.56,2019.0,6,8,1,4,1,9,6.0,3,0,8
603,"夢展望株式会社",3185.0,5.52,2019.0,6,8,1,4,1,9,6.0,4,0,8
604,"夢展望株式会社",3185.0,-32.56,2019.0,0,8,1,4,1,9,6.0,3,0,8
605,"夢展望株式会社",3185.0,-22.04,2019.0,1,7,0,3,0,9,5.0,6,0,8
606,"夢展望株式会社",3185.0,-12.24,2020.0,3,7,0,2,0,9,5.0,6,0,8
607,"夢展望株式会社",3185.0,11.06,2020.0,7,8,0,2,0,9,5.0,9,0,8
608,"夢展望株式会社",3185.0,-11.76,2020.0,3,8,0,2,0,9,5.0,8,0,8
609,"夢展望株式会社",3185.0,-3.79,2020.0,4,7,0,2,0,9,3.0,9,0,8
610,"株式会社アマナ",2402.0,10.64,2018.0,7,9,3,4,3,8,8.0,9,4,8
611,"株式会社アマナ",2402.0,-3.35,2018.0,4,9,3,4,3,8,8.0,9,3,8
612,"株式会社アマナ",2402.0,-2.29,2018.0,5,9,3,5,3,8,9.0,8,4,8
613,"株式会社アマナ",2402.0,-1.91,2019.0,5,9,3,5,3,9,9.0,9,4,8
614,"株式会社アマナ",2402.0,15.97,2019.0,7,9,3,4,3,8,9.0,9,4,8
615,"株式会社アマナ",2402.0,-6.48,2019.0,4,9,3,5,3,9,9.0,9,3,8
616,"株式会社アマナ",2402.0,-20.24,2019.0,1,9,3,5,3,9,9.0,8,4,8
617,"株式会社アマナ",2402.0,15.04,2020.0,7,9,2,5,2,9,9.0,8,3,8
618,"株式会社アマナ",2402.0,-6.84,2020.0,4,9,2,5,2,9,8.0,9,0,8
619,"株式会社アマナ",2402.0,-3.19,2020.0,4,9,2,5,2,9,8.0,9,0,8
620,"株式会社アマナ",2402.0,1.99,2020.0,6,9,2,5,2,9,8.0,9,0,8
621,"株式会社ドラフト",5070.0,-2.62,2018.0,5,6,1,2,1,8,5.0,8,0,8
622,"株式会社ドラフト",5070.0,2.08,2019.0,6,7,1,2,1,6,5.0,8,4,3
623,"株式会社ドラフト",5070.0,102.96,2020.0,9,6,2,2,2,7,7.0,8,4,3
624,"株式会社ドラフト",5070.0,-7.76,2020.0,4,6,5,5,3,7,7.0,3,4,1
625,"株式会社ドラフト",5070.0,-12.32,2020.0,3,6,4,5,5,7,7.0,3,5,1
626,"株式会社ビザスク",4490.0,46.34,2018.0,9,1,7,6,5,8,1.0,0,0,2
627,"株式会社ビザスク",4490.0,46.34,2018.0,9,1,7,6,5,8,1.0,0,0,2
628,"株式会社ビザスク",4490.0,46.34,2019.0,9,2,7,6,5,7,1.0,0,0,2
629,"株式会社ビザスク",4490.0,46.34,2019.0,9,2,7,6,5,7,1.0,0,0,2
630,"株式会社ビザスク",4490.0,87.35,2020.0,9,2,8,7,7,5,2.0,1,1,2
631,"株式会社ビザスク",4490.0,0.51,2020.0,5,3,9,8,8,5,2.0,0,1,2
632,"株式会社ビザスク",4490.0,-13.06,2020.0,2,3,9,8,9,5,2.0,0,1,2
633,"株式会社ビザスク",4490.0,2.92,2020.0,6,4,9,8,9,4,2.0,0,2,2
634,"トヨクモ株式会社",4058.0,-9.26,2019.0,3,1,8,8,9,1,1.0,1,0,2
635,"トヨクモ株式会社",4058.0,-12.06,2020.0,3,2,8,8,9,1,1.0,1,2,2
636,"トヨクモ株式会社",4058.0,-6.44,2020.0,4,2,8,7,8,1,1.0,2,2,2
637,"株式会社アルファポリス",9467.0,15.44,2018.0,7,5,7,6,7,3,1.0,5,8,9
