"","企業名","ティッカー","stock_diff","年度","株価の変化率","負債","end_date+60日の株価","企業価値","end_dateの日の株価","有利子負債/総資産比率","有形固定資産","キャッシュ時価総額比率","純資産","クラスタリング"
638,"株式会社アルファポリス",9467.0,-9.74,2018.0,3,5,8,7,8,3,1.0,5,8,9
639,"株式会社アルファポリス",9467.0,-0.24,2018.0,5,5,7,6,7,3,1.0,5,8,9
640,"株式会社アルファポリス",9467.0,10.67,2019.0,7,4,7,7,8,2,1.0,5,8,9
641,"株式会社アルファポリス",9467.0,15.32,2019.0,7,4,7,6,7,3,0.0,6,8,9
642,"株式会社アルファポリス",9467.0,8.08,2019.0,7,4,8,7,8,3,0.0,5,8,9
643,"株式会社アルファポリス",9467.0,26.51,2019.0,8,5,8,7,7,3,2.0,5,8,9
644,"株式会社アルファポリス",9467.0,0.51,2020.0,5,5,8,7,8,3,2.0,4,8,9
645,"株式会社アルファポリス",9467.0,3.74,2020.0,6,6,8,7,8,2,2.0,5,8,9
646,"株式会社アルファポリス",9467.0,6.22,2020.0,6,6,8,7,9,2,2.0,5,9,9
647,"株式会社アルファポリス",9467.0,-2.69,2020.0,5,6,8,7,8,2,2.0,5,9,9
648,"株式会社ココペリ",4167.0,-20.6,2019.0,1,0,9,8,9,4,1.0,0,0,2
649,"株式会社ココペリ",4167.0,-8.03,2020.0,4,0,9,8,9,1,1.0,0,2,2
650,"株式会社ココペリ",4167.0,-30.37,2020.0,0,0,9,8,9,1,1.0,0,4,9
651,"株式会社Aiming",3911.0,12.0,2018.0,7,8,1,6,1,8,4.0,7,5,5
652,"株式会社Aiming",3911.0,-0.78,2018.0,5,7,1,6,1,8,4.0,6,5,5
653,"株式会社Aiming",3911.0,-7.27,2018.0,4,7,1,6,1,8,4.0,6,4,5
654,"株式会社Aiming",3911.0,-24.36,2019.0,1,7,1,6,1,8,4.0,7,6,5
655,"株式会社Aiming",3911.0,1.12,2019.0,5,5,0,5,0,6,4.0,5,4,5
656,"株式会社Aiming",3911.0,98.48,2019.0,9,4,0,5,0,6,5.0,3,4,5
657,"株式会社Aiming",3911.0,58.32,2019.0,9,4,1,7,1,5,0.0,1,2,5
658,"株式会社Aiming",3911.0,8.92,2020.0,7,4,3,8,1,4,0.0,1,3,5
659,"株式会社Aiming",3911.0,-39.33,2020.0,0,4,3,8,4,3,0.0,2,6,0
660,"株式会社Aiming",3911.0,-8.59,2020.0,3,5,1,7,3,1,0.0,4,8,0
661,"株式会社Aiming",3911.0,-12.82,2020.0,3,6,1,6,1,1,0.0,7,8,0
662,"トレンダーズ株式会社",6069.0,28.59,2018.0,8,2,2,2,5,1,5.0,7,5,3
663,"トレンダーズ株式会社",6069.0,-33.14,2018.0,0,1,3,3,3,1,5.0,3,5,0
664,"トレンダーズ株式会社",6069.0,-11.37,2018.0,3,2,2,1,3,1,5.0,5,5,0
665,"トレンダーズ株式会社",6069.0,32.26,2019.0,8,1,1,1,2,1,5.0,6,5,3
666,"トレンダーズ株式会社",6069.0,22.0,2019.0,8,1,2,2,2,1,5.0,4,5,0
667,"トレンダーズ株式会社",6069.0,-32.66,2019.0,0,4,3,3,2,6,5.0,3,5,5
668,"トレンダーズ株式会社",6069.0,29.66,2019.0,8,4,2,1,1,6,5.0,6,6,3
669,"トレンダーズ株式会社",6069.0,-9.35,2020.0,3,4,2,2,1,6,5.0,7,6,3
670,"トレンダーズ株式会社",6069.0,16.03,2020.0,7,4,2,2,3,6,5.0,5,6,3
671,"トレンダーズ株式会社",6069.0,-13.98,2020.0,2,4,3,2,2,6,4.0,5,6,5
672,"トレンダーズ株式会社",6069.0,37.13,2020.0,8,5,2,2,2,6,4.0,7,6,3
673,"Ｋｕｄａｎ株式会社",4425.0,-17.92,2018.0,2,0,9,9,9,1,0.0,0,1,2
674,"Ｋｕｄａｎ株式会社",4425.0,-46.57,2018.0,0,0,9,9,9,1,0.0,0,1,2
675,"Ｋｕｄａｎ株式会社",4425.0,-5.48,2019.0,4,0,9,9,9,1,0.0,0,2,2
676,"Ｋｕｄａｎ株式会社",4425.0,-22.78,2019.0,1,0,9,9,9,1,0.0,0,1,2
677,"Ｋｕｄａｎ株式会社",4425.0,-14.12,2019.0,2,1,9,8,9,1,0.0,0,1,2
678,"Ｋｕｄａｎ株式会社",4425.0,-41.17,2019.0,0,2,9,8,8,5,0.0,0,1,2
679,"Ｋｕｄａｎ株式会社",4425.0,-18.9,2020.0,1,2,9,8,9,5,0.0,0,3,2
680,"Ｋｕｄａｎ株式会社",4425.0,10.91,2020.0,7,0,8,7,9,1,0.0,2,7,9
681,"Ｋｕｄａｎ株式会社",4425.0,21.1,2020.0,8,0,8,7,8,1,1.0,1,6,9
682,"Ｋｕｄａｎ株式会社",4425.0,-15.87,2020.0,2,0,9,8,9,1,0.0,1,3,2
683,"オンコリスバイオファーマ株式会社",4588.0,18.55,2018.0,8,2,1,2,2,5,0.0,7,6,5
684,"オンコリスバイオファーマ株式会社",4588.0,181.88,2018.0,9,2,2,3,3,5,0.0,7,6,5
685,"オンコリスバイオファーマ株式会社",4588.0,-1.33,2018.0,5,2,8,8,5,5,0.0,2,6,9
686,"オンコリスバイオファーマ株式会社",4588.0,-0.58,2019.0,5,3,7,8,8,6,0.0,2,6,9
687,"オンコリスバイオファーマ株式会社",4588.0,-10.45,2019.0,3,3,7,8,7,5,0.0,3,7,9
688,"オンコリスバイオファーマ株式会社",4588.0,-13.39,2019.0,2,3,7,8,7,5,0.0,3,7,9
689,"オンコリスバイオファーマ株式会社",4588.0,-3.81,2019.0,4,4,6,7,7,5,1.0,4,7,9
690,"オンコリスバイオファーマ株式会社",4588.0,43.58,2020.0,9,3,6,7,5,5,1.0,3,7,9
691,"オンコリスバイオファーマ株式会社",4588.0,-25.32,2020.0,1,3,8,8,8,5,1.0,2,6,9
692,"オンコリスバイオファーマ株式会社",4588.0,-25.75,2020.0,1,3,6,7,7,6,1.0,2,6,9
693,"オンコリスバイオファーマ株式会社",4588.0,8.26,2020.0,7,3,5,7,6,6,1.0,3,5,9
694,"株式会社ヘッドウォータース",4011.0,12.73,2019.0,7,0,9,6,9,4,1.0,1,0,2
695,"株式会社ヘッドウォータース",4011.0,12.73,2019.0,7,0,9,6,9,4,1.0,1,0,2
696,"株式会社ヘッドウォータース",4011.0,12.73,2020.0,7,0,9,6,9,1,1.0,1,1,2
697,"株式会社ヘッドウォータース",4011.0,12.73,2020.0,7,0,9,6,9,1,1.0,1,1,2
698,"株式会社ヘッドウォータース",4011.0,-36.33,2020.0,0,0,9,6,9,1,1.0,1,1,2
699,"株式会社ジーンテクノサイエンス",4584.0,-12.15,2018.0,3,0,4,7,4,1,0.0,2,6,9
700,"株式会社ジーンテクノサイエンス",4584.0,-18.66,2018.0,1,1,3,6,3,1,0.0,3,6,0
701,"株式会社ジーンテクノサイエンス",4584.0,6.18,2018.0,6,1,2,6,3,1,0.0,4,6,0
702,"株式会社ジーンテクノサイエンス",4584.0,9.0,2019.0,7,1,3,7,2,2,0.0,2,6,0
703,"株式会社ジーンテクノサイエンス",4584.0,17.75,2019.0,8,2,3,7,3,3,0.0,2,6,0
704,"株式会社ジーンテクノサイエンス",4584.0,-14.69,2019.0,2,6,3,7,4,7,0.0,3,5,5
705,"株式会社ジーンテクノサイエンス",4584.0,-14.42,2019.0,2,6,3,7,2,7,0.0,3,3,5
706,"株式会社ジーンテクノサイエンス",4584.0,-18.92,2020.0,1,6,2,7,3,7,0.0,4,4,5
707,"株式会社ジーンテクノサイエンス",4584.0,-0.98,2020.0,5,6,1,6,2,7,0.0,4,3,5
708,"株式会社ジーンテクノサイエンス",4584.0,-13.41,2020.0,2,6,1,6,1,7,0.0,3,4,5
709,"株式会社ジーンテクノサイエンス",4584.0,53.3,2020.0,9,7,1,6,2,7,0.0,3,4,5
710,"株式会社スタメン",4019.0,-20.1,2019.0,1,1,6,5,7,5,0.0,3,0,2
711,"株式会社スタメン",4019.0,3.27,2020.0,6,2,5,5,6,5,0.0,4,1,2
712,"株式会社ケアネット",2150.0,16.37,2018.0,7,3,0,4,0,1,1.0,6,5,0
713,"株式会社ケアネット",2150.0,-12.89,2018.0,2,3,0,5,0,1,1.0,4,5,0
714,"株式会社ケアネット",2150.0,-14.12,2018.0,2,3,0,4,0,1,1.0,5,6,0
715,"株式会社ケアネット",2150.0,-6.5,2019.0,4,2,0,3,0,1,1.0,5,5,0
716,"株式会社ケアネット",2150.0,19.78,2019.0,8,2,0,3,0,1,1.0,6,5,0
717,"株式会社ケアネット",2150.0,7.15,2019.0,7,2,0,4,0,1,1.0,5,5,0
718,"株式会社ケアネット",2150.0,46.32,2019.0,9,4,0,4,0,1,1.0,5,5,0
719,"株式会社ケアネット",2150.0,127.11,2020.0,9,6,0,6,0,6,2.0,5,5,5
720,"株式会社ケアネット",2150.0,89.69,2020.0,9,6,2,8,1,6,3.0,2,6,5
721,"株式会社ケアネット",2150.0,-16.44,2020.0,2,6,5,9,3,6,2.0,1,7,1
722,"株式会社ケアネット",2150.0,78.28,2020.0,9,7,4,8,5,2,3.0,1,7,7
723,"アーキテクツ・スタジオ・ジャパン株式会社",6085.0,-21.71,2018.0,1,0,7,1,7,1,0.0,4,1,6
724,"アーキテクツ・スタジオ・ジャパン株式会社",6085.0,13.14,2018.0,7,0,5,0,6,1,0.0,5,1,6
725,"アーキテクツ・スタジオ・ジャパン株式会社",6085.0,-15.21,2018.0,2,1,6,0,6,1,0.0,5,1,6
726,"アーキテクツ・スタジオ・ジャパン株式会社",6085.0,-38.86,2019.0,0,0,5,0,5,1,2.0,6,1,6
727,"アーキテクツ・スタジオ・ジャパン株式会社",6085.0,-9.09,2019.0,3,0,3,0,4,1,2.0,6,1,6
728,"アーキテクツ・スタジオ・ジャパン株式会社",6085.0,-20.74,2019.0,1,0,2,0,3,1,2.0,4,0,6
729,"アーキテクツ・スタジオ・ジャパン株式会社",6085.0,9.89,2019.0,7,1,1,0,1,1,"null",3,0,6
730,"アーキテクツ・スタジオ・ジャパン株式会社",6085.0,44.42,2020.0,9,0,1,0,2,1,"null",6,0,6
731,"アーキテクツ・スタジオ・ジャパン株式会社",6085.0,14.91,2020.0,7,0,3,0,3,1,"null",2,0,6
732,"アーキテクツ・スタジオ・ジャパン株式会社",6085.0,27.81,2020.0,8,0,3,0,3,1,"null",3,0,6
733,"アーキテクツ・スタジオ・ジャパン株式会社",6085.0,16.99,2020.0,7,1,4,0,3,7,"null",4,0,6
734,"株式会社メディアフラッグ",6067.0,101.53,2018.0,9,6,4,2,4,8,6.0,8,4,3
735,"株式会社メディアフラッグ",6067.0,-18.58,2018.0,1,6,7,5,6,7,6.0,4,4,1
736,"株式会社メディアフラッグ",6067.0,187.86,2018.0,9,6,7,5,5,7,4.0,4,5,1
737,"インパクトホールディングス株式会社",6067.0,-51.58,2019.0,0,7,9,8,9,8,5.0,2,5,1
738,"インパクトホールディングス株式会社 (旧会社名  株式会社メディアフラッグ) ",6067.0,-31.35,2019.0,0,8,8,7,9,9,5.0,3,3,1
739,"インパクトホールディングス株式会社 （旧会社名　株式会社メディアフラッグ)",6067.0,18.82,2019.0,8,8,7,6,6,9,5.0,3,3,1
740,"インパクトホールディングス株式会社(旧会社名　株式会社メディアフラッグ)",6067.0,-29.51,2019.0,0,8,7,6,7,9,5.0,3,4,1
741,"インパクトホールディングス株式会社",6067.0,62.63,2020.0,9,8,6,5,5,9,6.0,7,5,8
742,"インパクトホールディングス株式会社",6067.0,47.63,2020.0,9,8,8,7,6,9,6.0,6,5,1
743,"インパクトホールディングス株式会社",6067.0,-35.33,2020.0,0,8,9,7,8,9,6.0,3,6,1
744,"インパクトホールディングス株式会社",6067.0,8.65,2020.0,7,8,7,6,8,8,6.0,7,6,1
745,"ニューラルポケット株式会社",4056.0,-0.66,2019.0,5,1,9,9,9,7,2.0,0,1,2
746,"ニューラルポケット株式会社",4056.0,77.05,2020.0,9,3,9,8,9,7,3.0,0,2,2
747,"ニューラルポケット株式会社",4056.0,-13.66,2020.0,2,3,9,9,9,7,4.0,0,2,2
748,"ソフトマックス株式会社",3671.0,1.1,2018.0,5,7,1,0,1,7,7.0,9,4,3
749,"ソフトマックス株式会社",3671.0,36.29,2018.0,8,7,1,0,1,7,7.0,9,4,3
750,"ソフトマックス株式会社",3671.0,43.52,2018.0,9,7,2,1,1,7,7.0,9,4,3
751,"ソフトマックス株式会社",3671.0,14.95,2019.0,7,7,4,3,3,7,7.0,8,4,3
752,"ソフトマックス株式会社",3671.0,9.07,2019.0,7,7,5,3,5,7,7.0,8,4,3
753,"ソフトマックス株式会社",3671.0,-30.3,2019.0,0,7,5,3,4,7,7.0,8,5,8
754,"ソフトマックス株式会社",3671.0,30.37,2019.0,8,8,2,1,4,7,7.0,9,5,3
755,"ソフトマックス株式会社",3671.0,-19.31,2020.0,1,8,4,3,1,7,7.0,8,5,8
756,"ソフトマックス株式会社",3671.0,61.96,2020.0,9,7,3,2,4,7,7.0,9,5,3
757,"ソフトマックス株式会社",3671.0,-10.08,2020.0,3,7,5,4,6,7,7.0,7,5,1
758,"ソフトマックス株式会社",3671.0,16.04,2020.0,7,8,5,3,5,7,8.0,8,6,3
759,"ＧＭＯリサーチ株式会社",3695.0,1.01,2018.0,5,3,6,0,6,1,3.0,5,2,6
760,"ＧＭＯリサーチ株式会社 ",3695.0,-4.49,2018.0,4,3,6,0,7,1,4.0,5,3,6
761,"ＧＭＯリサーチ株式会社",3695.0,2.53,2018.0,6,3,6,0,6,3,3.0,4,3,6
762,"ＧＭＯリサーチ株式会社",3695.0,20.53,2019.0,8,3,6,0,7,1,3.0,6,3,6
763,"ＧＭＯリサーチ株式会社",3695.0,-10.5,2019.0,3,3,7,1,7,1,3.0,4,3,6
764,"ＧＭＯリサーチ株式会社 ",3695.0,-13.17,2019.0,2,2,7,1,7,1,2.0,4,3,6
765,"ＧＭＯリサーチ株式会社",3695.0,9.17,2019.0,7,3,5,0,7,3,2.0,6,3,6
766,"GMOリサーチ株式会社",3695.0,6.91,2020.0,6,3,6,0,4,1,2.0,7,3,6
767,"GMOリサーチ株式会社",3695.0,13.31,2020.0,7,3,6,0,7,1,2.0,6,3,6
768,"ＧＭＯリサーチ株式会社 ",3695.0,-2.94,2020.0,5,2,7,0,6,1,2.0,5,3,6
769,"ＧＭＯリサーチ株式会社",3695.0,17.54,2020.0,7,3,7,0,6,2,1.0,6,3,6
770,"株式会社ＡＬｉＮＫインターネット",7077.0,-35.89,2018.0,0,0,8,4,9,1,2.0,2,1,2
771,"株式会社ＡＬｉＮＫインターネット",7077.0,-35.89,2018.0,0,0,8,4,9,1,2.0,2,1,2
772,"株式会社ＡＬｉＮＫインターネット",7077.0,-35.89,2019.0,0,0,8,4,9,1,1.0,2,2,2
773,"株式会社ＡＬｉＮＫインターネット",7077.0,-35.89,2019.0,0,0,8,4,9,1,1.0,2,2,2
774,"株式会社ＡＬｉＮＫインターネット",7077.0,28.53,2019.0,8,0,7,1,8,1,1.0,5,3,6
775,"株式会社ＡＬｉＮＫインターネット",7077.0,14.24,2020.0,7,0,8,2,8,1,1.0,6,3,6
776,"株式会社ＡＬｉＮＫインターネット",7077.0,-20.0,2020.0,1,0,8,2,8,1,1.0,5,3,6
777,"株式会社ＡＬｉＮＫインターネット",7077.0,-8.02,2020.0,4,0,7,2,7,1,1.0,6,3,6
778,"株式会社ＡＬｉＮＫインターネット",7077.0,-7.72,2020.0,4,0,7,1,8,1,1.0,7,3,6
779,"株式会社フィット",1436.0,2.15,2018.0,6,6,2,0,3,5,6.0,9,7,3
780,"株式会社フィット",1436.0,-20.48,2018.0,1,7,2,1,2,7,6.0,9,7,3
781,"株式会社フィット",1436.0,-3.93,2018.0,4,7,2,0,2,6,6.0,9,7,3
782,"株式会社フィット",1436.0,19.49,2019.0,8,7,2,1,2,7,6.0,9,7,3
783,"株式会社フィット",1436.0,-29.08,2019.0,0,7,2,2,2,6,6.0,8,7,3
784,"株式会社フィット",1436.0,29.07,2019.0,8,7,1,1,3,6,6.0,9,7,3
785,"株式会社フィット",1436.0,64.54,2019.0,9,7,2,1,2,6,6.0,9,7,3
786,"株式会社フィット",1436.0,32.17,2020.0,8,8,4,2,3,7,6.0,7,7,3
787,"株式会社フィット",1436.0,1.8,2020.0,6,8,5,3,3,7,7.0,8,8,3
788,"株式会社フィット",1436.0,-26.84,2020.0,0,8,5,3,5,7,7.0,8,8,1
789,"株式会社フィット",1436.0,33.45,2020.0,8,8,4,1,5,7,8.0,9,8,3
790,"ネットイヤーグループ株式会社",3622.0,73.02,2018.0,9,3,1,0,2,3,4.0,8,5,3
791,"ネットイヤーグループ株式会社",3622.0,-16.34,2018.0,2,3,3,2,1,3,0.0,5,4,5
792,"ネットイヤーグループ株式会社",3622.0,-6.1,2018.0,4,3,3,2,2,3,0.0,6,5,5
793,"ネットイヤーグループ株式会社",3622.0,-9.45,2019.0,3,2,2,1,3,3,0.0,7,4,6
794,"ネットイヤーグループ株式会社",3622.0,-2.12,2019.0,5,2,2,1,2,3,0.0,7,4,5
795,"ネットイヤーグループ株式会社",3622.0,-6.06,2019.0,4,2,2,1,3,3,0.0,6,4,6
796,"ネットイヤーグループ株式会社",3622.0,2.43,2019.0,6,3,2,1,1,2,0.0,6,5,5
797,"ネットイヤーグループ株式会社",3622.0,21.32,2020.0,8,2,2,1,2,2,0.0,7,4,6
798,"ネットイヤーグループ株式会社",3622.0,0.0,2020.0,5,2,3,2,4,2,0.0,5,4,6
799,"ネットイヤーグループ株式会社",3622.0,2.89,2020.0,6,3,3,2,2,2,0.0,4,4,5
800,"ネットイヤーグループ株式会社",3622.0,-15.89,2020.0,2,4,3,2,3,4,0.0,7,5,5
801,"BASE株式会社",4477.0,-48.08,2018.0,0,8,1,8,0,1,5.0,3,4,0
802,"BASE株式会社",4477.0,-48.08,2018.0,0,8,1,8,0,1,5.0,3,4,0
803,"BASE株式会社",4477.0,-48.08,2019.0,0,8,1,8,0,1,5.0,3,3,0
804,"BASE株式会社",4477.0,-48.08,2019.0,0,8,1,8,0,1,5.0,3,3,0
805,"BASE株式会社",4477.0,102.69,2019.0,9,8,1,8,1,1,5.0,5,7,0
806,"BASE株式会社",4477.0,176.13,2020.0,9,8,2,9,0,1,5.0,2,7,7
807,"BASE株式会社",4477.0,8.42,2020.0,7,9,7,9,4,1,5.0,1,7,7
808,"BASE株式会社",4477.0,31.48,2020.0,8,9,7,9,7,3,5.0,1,7,7
809,"BASE株式会社",4477.0,-29.48,2020.0,0,9,8,9,7,1,5.0,2,9,7
810,"株式会社ジェイック",7073.0,-56.06,2018.0,0,6,9,4,9,9,4.0,6,0,1
811,"株式会社ジェイック",7073.0,-55.69,2019.0,0,5,9,4,9,8,4.0,6,1,1
812,"株式会社ジェイック",7073.0,17.77,2019.0,8,4,9,1,9,6,4.0,8,2,6
813,"株式会社ジェイック",7073.0,-18.56,2020.0,1,4,9,1,8,7,4.0,7,1,6
814,"株式会社ジェイック",7073.0,-15.94,2020.0,2,5,9,1,8,8,5.0,8,1,6
815,"株式会社ジェイック",7073.0,9.38,2020.0,7,5,8,1,8,9,5.0,9,1,3
816,"株式会社ジェイック",7073.0,-17.17,2020.0,2,5,8,1,8,8,5.0,8,1,6
817,"バルミューダ株式会社",6612.0,-31.9,2019.0,0,8,9,9,9,6,6.0,1,4,1
818,"バルミューダ株式会社",6612.0,2.01,2020.0,6,8,9,8,9,5,6.0,2,8,1
819,"株式会社ヴィス",5071.0,-5.67,2018.0,4,7,2,1,3,4,8.0,9,5,3
820,"株式会社ヴィス",5071.0,-3.7,2019.0,4,6,2,1,2,1,8.0,9,7,3
821,"株式会社ヴィス",5071.0,1.44,2020.0,6,4,2,1,3,1,8.0,9,7,3
822,"株式会社ヴィス",5071.0,0.95,2020.0,5,4,2,1,3,1,8.0,9,7,3
823,"株式会社ヴィス",5071.0,-2.86,2020.0,5,5,2,1,2,1,8.0,8,7,3
824,"株式会社ヴィス",5071.0,-9.79,2020.0,3,5,2,1,2,1,8.0,9,7,3
825,"ENECHANGE株式会社",4169.0,-3.63,2019.0,4,3,7,8,5,8,3.0,1,0,2
826,"ENECHANGE株式会社",4169.0,-22.87,2020.0,1,4,8,8,8,8,2.0,1,1,2
827,"株式会社ＪＭＣ",5704.0,27.89,2018.0,8,3,6,4,5,5,8.0,2,5,7
828,"株式会社ＪＭＣ",5704.0,-37.95,2018.0,0,4,7,5,8,6,8.0,2,5,1
829,"株式会社ＪＭＣ",5704.0,50.7,2018.0,9,4,5,4,5,6,8.0,4,5,3
830,"株式会社ＪＭＣ",5704.0,-15.82,2019.0,2,4,7,5,5,5,8.0,1,5,1
831,"株式会社ＪＭＣ",5704.0,-17.95,2019.0,2,5,6,5,7,6,8.0,3,6,1
832,"株式会社ＪＭＣ",5704.0,-32.15,2019.0,0,5,5,4,5,7,8.0,2,6,1
833,"株式会社ＪＭＣ",5704.0,-9.64,2019.0,3,5,3,3,5,7,9.0,1,6,1
834,"株式会社ＪＭＣ",5704.0,-1.42,2020.0,5,6,3,2,3,7,9.0,2,6,8
835,"株式会社ＪＭＣ",5704.0,17.0,2020.0,7,5,2,2,3,7,9.0,1,5,8
836,"株式会社ＪＭＣ",5704.0,4.68,2020.0,6,6,3,3,4,7,9.0,1,5,8
837,"株式会社ＪＭＣ",5704.0,-2.87,2020.0,5,6,3,3,3,7,9.0,1,5,8
838,"株式会社クリーマ",4017.0,-18.06,2019.0,2,6,9,8,9,7,1.0,2,0,2
839,"株式会社クリーマ",4017.0,-16.47,2020.0,2,7,9,8,9,6,1.0,2,1,2
840,"株式会社クリーマ",4017.0,-16.23,2020.0,2,7,9,8,9,6,1.0,3,2,2
841,"株式会社アクシス",4012.0,17.65,2019.0,7,2,6,3,8,3,3.0,6,3,6
842,"株式会社アクシス",4012.0,17.65,2019.0,8,2,6,3,8,3,3.0,6,3,6
843,"株式会社アクシス",4012.0,17.65,2020.0,8,3,6,3,8,1,3.0,6,4,6
844,"株式会社アクシス",4012.0,17.65,2020.0,8,3,6,3,8,1,3.0,6,4,6
845,"株式会社アクシス",4012.0,-6.54,2020.0,4,3,7,4,7,1,3.0,5,4,6
846,"株式会社いつも",7694.0,-15.44,2019.0,2,6,9,7,8,9,4.0,2,0,1
847,"株式会社いつも",7694.0,-8.82,2020.0,3,6,9,7,9,6,4.0,3,4,1
848,"株式会社いつも",7694.0,-35.05,2020.0,0,7,9,7,9,6,4.0,4,5,1
849,"ＳＢＩインシュアランスグループ株式会社",7326.0,-11.72,2018.0,3,9,5,8,7,1,6.0,0,9,7
850,"ＳＢＩインシュアランスグループ株式会社",7326.0,10.57,2018.0,7,9,5,8,4,1,6.0,0,9,7
851,"ＳＢＩインシュアランスグループ株式会社",7326.0,-2.76,2018.0,5,9,5,8,5,1,6.0,0,9,7
852,"ＳＢＩインシュアランスグループ株式会社",7326.0,-6.85,2019.0,4,9,5,8,5,1,6.0,0,9,7
853,"ＳＢＩインシュアランスグループ株式会社",7326.0,-18.88,2019.0,1,9,5,8,5,1,7.0,0,9,7
854,"ＳＢＩインシュアランスグループ株式会社",7326.0,0.93,2019.0,5,9,4,7,5,1,7.0,0,9,7
855,"ＳＢＩインシュアランスグループ株式会社",7326.0,64.92,2019.0,9,9,4,7,3,1,7.0,0,9,7
856,"ＳＢＩインシュアランスグループ株式会社",7326.0,-2.01,2020.0,5,9,6,8,4,1,7.0,0,9,7
857,"ＳＢＩインシュアランスグループ株式会社",7326.0,-14.63,2020.0,2,9,6,8,7,1,7.0,0,9,7
858,"ＳＢＩインシュアランスグループ株式会社",7326.0,4.92,2020.0,6,9,5,8,5,1,6.0,0,9,7
859,"ＳＢＩインシュアランスグループ株式会社",7326.0,-2.74,2020.0,5,9,5,8,5,1,7.0,0,9,7
860,"ＧＭＯメディア株式会社",6180.0,-10.12,2018.0,3,5,7,1,8,1,5.0,6,6,6
861,"ＧＭＯメディア株式会社",6180.0,-18.75,2018.0,1,5,7,1,8,2,5.0,5,6,6
862,"GMOメディア株式会社 ",6180.0,2.96,2018.0,6,5,6,0,6,3,5.0,6,6,3
863,"ＧＭＯメディア株式会社",6180.0,-2.05,2019.0,5,5,6,0,6,2,4.0,7,6,6
864,"ＧＭＯメディア株式会社",6180.0,-6.16,2019.0,4,5,6,0,6,2,4.0,8,6,6
865,"ＧＭＯメディア株式会社",6180.0,1.0,2019.0,5,5,6,0,6,2,4.0,7,6,6
866,"GMOメディア株式会社 ",6180.0,-9.89,2019.0,3,5,6,0,6,3,4.0,6,6,6
867,"ＧＭＯメディア株式会社",6180.0,18.44,2020.0,8,5,5,0,4,3,3.0,8,6,3
868,"ＧＭＯメディア株式会社",6180.0,0.44,2020.0,5,5,6,0,7,2,3.0,7,5,6
869,"ＧＭＯメディア株式会社",6180.0,-10.08,2020.0,3,5,6,0,6,2,3.0,6,5,6
870,"GMOメディア株式会社 ",6180.0,34.08,2020.0,8,6,6,0,6,2,3.0,8,5,3
871,"株式会社Ｍマート",4380.0,-48.44,2018.0,0,1,5,3,5,3,0.0,4,1,6
872,"株式会社Ｍマート",4380.0,25.31,2018.0,8,1,2,0,5,3,0.0,7,1,6
873,"株式会社Ｍマート",4380.0,9.69,2018.0,7,1,3,1,2,3,0.0,6,1,6
874,"株式会社Ｍマート",4380.0,-0.9,2019.0,5,1,4,1,4,2,0.0,5,1,6
875,"株式会社Ｍマート",4380.0,-13.13,2019.0,2,1,4,2,4,2,0.0,5,1,6
876,"株式会社Ｍマート",4380.0,-33.5,2019.0,0,1,3,1,4,2,0.0,6,1,6
877,"株式会社Ｍマート",4380.0,45.17,2019.0,9,1,1,0,3,2,0.0,8,1,6
878,"株式会社Ｍマート",4380.0,65.3,2020.0,9,1,3,1,3,2,0.0,7,1,6
879,"株式会社Ｍマート",4380.0,-22.84,2020.0,1,1,5,3,2,2,0.0,4,1,6
880,"株式会社Ｍマート",4380.0,13.63,2020.0,7,2,4,2,5,2,0.0,6,1,6
881,"株式会社Ｍマート",4380.0,8.36,2020.0,7,1,5,2,4,2,0.0,6,2,6
882,"株式会社トランスジェニック",2342.0,-8.98,2018.0,3,5,1,4,2,4,8.0,4,8,4
883,"株式会社トランスジェニック",2342.0,1.97,2018.0,6,5,1,4,1,4,8.0,4,8,4
884,"株式会社トランスジェニック",2342.0,-7.16,2018.0,4,5,1,4,1,4,8.0,4,8,4
885,"株式会社トランスジェニック",2342.0,-4.44,2019.0,4,7,1,4,1,5,8.0,5,8,4
886,"株式会社トランスジェニック",2342.0,-5.13,2019.0,4,7,1,4,1,6,8.0,6,8,4
887,"株式会社トランスジェニック",2342.0,0.29,2019.0,5,7,1,3,1,5,8.0,6,8,4
888,"株式会社トランスジェニック",2342.0,17.92,2019.0,8,7,1,4,0,6,8.0,7,8,4
889,"株式会社トランスジェニック",2342.0,-5.88,2020.0,4,7,1,4,1,6,8.0,6,8,4
890,"株式会社トランスジェニック",2342.0,76.04,2020.0,9,8,1,4,1,7,8.0,8,8,4
891,"株式会社トランスジェニック",2342.0,-9.15,2020.0,3,8,2,6,1,6,8.0,6,8,4
892,"株式会社トランスジェニック",2342.0,-11.6,2020.0,3,8,2,5,2,6,8.0,7,8,4
893,"アンジェス株式会社",4563.0,25.83,2018.0,8,1,1,8,1,2,3.0,2,8,0
894,"アンジェス株式会社",4563.0,37.74,2018.0,8,1,1,8,2,2,3.0,2,8,0
895,"アンジェス株式会社",4563.0,-35.27,2018.0,0,1,4,9,1,2,3.0,1,9,0
896,"アンジェス株式会社",4563.0,21.88,2019.0,8,1,2,9,4,2,4.0,4,9,0
897,"アンジェス株式会社",4563.0,-7.35,2019.0,4,0,3,9,3,2,4.0,3,9,0
898,"アンジェス株式会社",4563.0,-39.84,2019.0,0,1,3,9,2,2,4.0,3,9,0
